order_id,customer_id,product_id,category,price,discount,quantity,payment_method,order_date,delivered_date,region,returned,request_date,return_reason,total_amount,shipping_cost,profit_margin,customer_age,customer_gender,delivery_days,return_request_days,order_month,order_year,order_quarter,profit_category,return_probability
O102858,C15105,P228268,Sports,130.79,0,1,Credit Card,20-03-2025,25-03-2025,North,No,,,130.79,8.48,30.76,34,Female,5,,March,2025,1,Profit,0.195
O102879,C11637,P243534,Fashion,42.28,0,1,Debit Card,16-04-2025,20-04-2025,Central,No,,,42.28,6.51,8.29,25,Female,4,,April,2025,2,Profit,0.23
O102900,C14806,P203909,Electronics,535.87,0.1,1,Credit Card,14-08-2025,17-08-2025,North,No,,,482.28,8.2,49.67,24,Male,3,,August,2025,3,Profit,0.19
O102908,C14400,P210856,Electronics,268.69,0.05,1,Credit Card,02-11-2024,06-11-2024,North,No,,,255.26,8,22.63,29,Female,4,,November,2024,4,Profit,0.28
O102913,C16245,P248562,Fashion,20.01,0,4,Credit Card,11-10-2024,14-10-2024,Central,No,,,80.04,5.6,22.41,21,Female,3,,October,2024,4,Profit,0.19
O102914,C16105,P210149,Fashion,19.54,0.05,1,Credit Card,28-03-2025,03-04-2025,North,No,,,18.56,2.47,4.03,42,Female,6,,March,2025,1,Profit,0.205
O102931,C11947,P236215,Fashion,121.73,0.05,1,Debit Card,22-12-2023,26-12-2023,North,No,,,115.64,6.94,33.53,45,Female,4,,December,2023,4,Profit,0.22
O102933,C17388,P248671,Grocery,15.62,0,4,Debit Card,25-06-2024,30-06-2024,South,No,,,62.48,5.97,-0.97,19,Male,5,,June,2024,2,Loss,0.19
O102934,C11177,P215326,Home,121.69,0.2,3,Credit Card,07-05-2024,12-05-2024,South,No,,,292.06,7.09,74.69,25,Female,5,,May,2024,2,Profit,0.21
O102954,C10020,P208526,Sports,85.53,0,1,Credit Card,14-11-2023,19-11-2023,North,No,,,85.53,7.23,18.43,65,Female,5,,November,2023,4,Profit,0.195
O102965,C10714,P240459,Grocery,3.71,0,1,Debit Card,05-03-2025,11-03-2025,Central,No,,,3.71,3.23,-2.93,41,Male,6,,March,2025,1,Loss,0.205
O102967,C13854,P246441,Electronics,190.35,0.05,1,Credit Card,01-02-2025,05-02-2025,North,Yes,27-02-2025,Missing/Wrong item,180.83,9.16,12.54,50,Male,4,22,February,2025,1,Profit,0.19
O102970,C10140,P237063,Fashion,11.94,0.1,1,Credit Card,01-12-2024,06-12-2024,North,No,,,10.75,3.1,0.66,19,Male,5,,December,2024,4,Profit,0.24
O102999,C13530,P237729,Fashion,38.92,0.05,4,Debit Card,10-07-2025,14-07-2025,North,No,,,147.9,7.82,43.94,19,Female,4,,July,2025,3,Profit,0.37
O103002,C13179,P208887,Fashion,33.1,0,4,PayPal,26-08-2024,30-08-2024,North,No,,,132.4,7.45,38.89,22,Female,4,,August,2024,3,Profit,0.26
O103074,C10661,P235409,Fashion,19.78,0.2,1,Credit Card,07-06-2025,12-06-2025,East,No,,,15.82,4.85,0.69,36,Other,5,,June,2025,2,Profit,0.205
O103080,C17622,P235879,Electronics,173,0.05,1,Credit Card,27-11-2024,02-12-2024,North,No,,,164.35,8.69,11.03,34,Male,5,,November,2024,4,Profit,0.19
O103116,C16764,P246155,Fashion,23.24,0.1,1,Debit Card,23-05-2025,27-05-2025,South,No,,,20.92,5.55,1.77,44,Male,4,,May,2025,2,Profit,0.215
O103119,C14839,P226067,Fashion,14.21,0,1,Credit Card,20-09-2024,25-09-2024,East,No,,,14.21,5.03,-0.06,58,Female,5,,September,2024,3,Loss,0.19
O103125,C16791,P218454,Grocery,17.16,0,5,Debit Card,14-11-2024,18-11-2024,North,No,,,85.8,7.21,-0.35,44,Female,4,,November,2024,4,Loss,0.195
O103137,C12564,P210548,Fashion,96.86,0.05,1,Debit Card,06-08-2024,13-08-2024,East,No,,,92.02,7.61,24.6,62,Female,7,,August,2024,3,Profit,0.19
O103175,C14406,P242272,Fashion,19.2,0,1,Wallet,06-11-2024,11-11-2024,Central,No,,,19.2,4.57,2.15,59,Female,5,,November,2024,4,Profit,0.215
O103194,C14443,P236116,Fashion,12.02,0,1,Credit Card,26-05-2025,01-06-2025,East,No,,,12.02,2.95,1.26,35,Female,6,,May,2025,2,Profit,0.225
O103210,C17121,P226649,Fashion,15.4,0.2,1,PayPal,14-03-2025,18-03-2025,West,No,,,12.32,2.74,1.57,43,Female,4,,March,2025,1,Profit,0.195
O103214,C15280,P249869,Fashion,11.21,0.05,1,Debit Card,01-12-2024,06-12-2024,East,No,,,10.65,2.5,1.23,38,Female,5,,December,2024,4,Profit,0.265
O103231,C12817,P211506,Grocery,1.51,0.1,3,Debit Card,21-03-2024,25-03-2024,South,No,,,4.08,2.75,-2.42,69,Female,4,,March,2024,1,Loss,0.19
O103255,C17406,P214386,Fashion,19.85,0.15,1,UPI,18-05-2024,21-05-2024,North,No,,,16.87,3.89,2.01,67,Female,3,,May,2024,2,Profit,0.225
O103269,C13919,P215419,Electronics,496.52,0,1,Credit Card,05-07-2025,08-07-2025,North,No,,,496.52,10.27,49.31,44,Male,3,,July,2025,3,Profit,0.19
O103287,C15656,P212549,Electronics,744.89,0.05,1,Credit Card,27-05-2024,02-06-2024,North,No,,,707.65,10.22,74.7,31,Male,6,,May,2024,2,Profit,0.19
O103300,C10237,P216010,Toys,9.71,0,1,Credit Card,02-11-2023,08-11-2023,West,No,,,9.71,4.36,-0.48,52,Male,6,,November,2023,4,Loss,0.195
O103329,C15777,P225060,Home,14.35,0.15,1,Debit Card,18-06-2024,21-06-2024,North,Yes,24-06-2024,Not as described,12.2,5.53,-2.11,61,Male,3,3,June,2024,2,Loss,0.225
O103333,C14485,P227568,Fashion,14.08,0.1,1,Credit Card,05-04-2025,11-04-2025,North,No,,,12.67,3.97,0.46,51,Male,6,,April,2025,2,Profit,0.2
O103363,C15448,P235456,Fashion,24.26,0.1,1,Debit Card,30-10-2024,06-11-2024,South,No,,,21.83,3.77,3.87,45,Female,7,,October,2024,4,Profit,0.245
O103366,C13565,P210227,Fashion,13.54,0.05,3,Debit Card,18-02-2024,23-02-2024,South,No,,,38.59,5.56,7.95,32,Female,5,,February,2024,1,Profit,0.225
O103373,C17427,P249217,Fashion,5.76,0.05,3,Debit Card,14-07-2025,18-07-2025,South,Yes,23-07-2025,Defective,16.42,4.22,1.53,37,Male,4,5,July,2025,3,Profit,0.215
O103407,C14605,P246900,Grocery,15.36,0,1,Debit Card,02-11-2023,05-11-2023,Central,No,,,15.36,4.29,-3.06,27,Male,3,,November,2023,4,Loss,0.2
O103429,C17380,P240652,Electronics,238.25,0.2,1,Credit Card,31-12-2023,06-01-2024,North,No,,,190.6,6.57,16.3,54,Other,6,,December,2023,4,Profit,0.28
O103435,C10163,P236833,Fashion,29.91,0,4,Debit Card,22-02-2025,25-02-2025,Central,No,,,119.64,6.99,34.88,65,Female,3,,February,2025,1,Profit,0.265
O103452,C14719,P224462,Fashion,10.33,0,1,Credit Card,02-11-2023,05-11-2023,Central,No,,,10.33,3.64,-0.02,47,Other,3,,November,2023,4,Loss,0.2
O103456,C17394,P205585,Sports,31.84,0,1,Credit Card,06-05-2025,10-05-2025,North,No,,,31.84,7.93,1.62,28,Female,4,,May,2025,2,Profit,0.2
O103471,C10392,P230072,Grocery,24.69,0.1,3,Debit Card,27-09-2023,01-10-2023,Central,No,,,66.66,5.96,-0.63,36,Male,4,,September,2023,3,Loss,0.215
O103473,C16272,P230060,Grocery,4.62,0.05,1,Debit Card,17-03-2025,22-03-2025,South,No,,,4.39,3.96,-3.61,24,Male,5,,March,2025,1,Loss,0.19
O103482,C14095,P241736,Toys,107.26,0,1,Credit Card,07-09-2025,10-09-2025,North,No,,,107.26,8.49,34.41,35,Female,3,,September,2025,3,Profit,0.195
O103491,C16869,P230604,Electronics,468.02,0,1,Credit Card,09-04-2025,13-04-2025,North,Yes,13-05-2025,No longer needed,468.02,7.5,48.66,40,Male,4,30,April,2025,2,Profit,0.19
O103509,C13576,P203709,Fashion,25.08,0,1,Credit Card,04-05-2024,08-05-2024,Central,No,,,25.08,6.8,1.98,32,Female,4,,May,2024,2,Profit,0.215
O103521,C16420,P219407,Fashion,25.94,0,5,Debit Card,19-10-2024,22-10-2024,North,No,,,129.7,7.32,38.07,63,Female,3,,October,2024,4,Profit,0.37
O103531,C15510,P204223,Fashion,107.99,0.1,1,Debit Card,06-03-2025,11-03-2025,North,No,,,97.19,7.33,26.69,22,Other,5,,March,2025,1,Profit,0.22
O103556,C12376,P211093,Electronics,280.05,0,1,Credit Card,24-02-2025,27-02-2025,North,No,,,280.05,8.88,24.73,63,Female,3,,February,2025,1,Profit,0.285
O103572,C16910,P203207,Fashion,54.52,0,4,Credit Card,18-05-2024,22-05-2024,North,No,,,218.08,7.63,68.7,37,Male,4,,May,2024,2,Profit,0.225
O103577,C10651,P223935,Fashion,40.89,0,1,Debit Card,15-02-2024,19-02-2024,South,No,,,40.89,4.61,9.7,28,Female,4,,February,2024,1,Profit,0.255
O103587,C11311,P227328,Fashion,45.15,0,1,Debit Card,04-04-2025,07-04-2025,North,No,,,45.15,7.06,8.74,58,Female,3,,April,2025,2,Profit,0.22
O103594,C12320,P201874,Fashion,16.89,0.15,1,Credit Card,14-08-2024,18-08-2024,North,No,,,14.36,4.92,0.11,59,Female,4,,August,2024,3,Profit,0.25
O103613,C17602,P231247,Sports,67.7,0.15,1,Credit Card,25-04-2025,28-04-2025,North,No,,,57.54,6.57,10.69,60,Female,3,,April,2025,2,Profit,0.19
O103656,C14558,P237303,Electronics,110.3,0.3,1,Credit Card,30-05-2025,02-06-2025,Central,No,,,77.21,7.82,1.45,46,Male,3,,May,2025,2,Profit,0.2
O103659,C17729,P202447,Fashion,58.22,0.1,1,Debit Card,14-11-2024,19-11-2024,East,No,,,52.4,5.92,12.42,53,Other,5,,November,2024,4,Profit,0.19
O103685,C13300,P214876,Beauty,40.84,0,1,Credit Card,23-10-2024,27-10-2024,North,No,,,40.84,4.3,14.08,33,Female,4,,October,2024,4,Profit,0.195
O103703,C13562,P231756,Toys,51.42,0.15,1,Credit Card,06-04-2025,09-04-2025,North,No,,,43.71,6.21,11.27,31,Female,3,,April,2025,2,Profit,0.19
O103706,C11428,P217058,Electronics,150.43,0,1,Credit Card,22-04-2024,25-04-2024,North,No,,,150.43,6.67,11.38,34,Male,3,,April,2024,2,Profit,0.19
O103710,C15850,P216616,Fashion,90.18,0.2,2,Debit Card,11-12-2023,14-12-2023,Central,No,,,144.29,8.95,41.55,46,Female,3,,December,2023,4,Profit,0.205
O103717,C12547,P247754,Grocery,21.59,0.1,5,Debit Card,23-10-2024,28-10-2024,North,No,,,97.16,8.51,-0.74,46,Male,5,,October,2024,4,Loss,0.22
O103729,C13489,P224744,Fashion,21.8,0.1,1,Credit Card,06-06-2025,12-06-2025,South,No,,,19.62,4.68,2.19,55,Female,6,,June,2025,2,Profit,0.23
O103749,C16679,P218904,Fashion,22.48,0.05,1,Debit Card,19-06-2024,22-06-2024,North,No,,,21.36,6.1,1.38,62,Female,3,,June,2024,2,Profit,0.275
O103759,C12452,P203911,Fashion,159,0,2,Debit Card,04-09-2024,07-09-2024,North,No,,,318,8.63,102.67,52,Female,3,,September,2024,3,Profit,0.23
O103767,C17187,P242577,Fashion,9.67,0,1,Debit Card,06-01-2024,10-01-2024,Central,No,,,9.67,3.08,0.3,61,Female,4,,January,2024,1,Profit,0.215
O103772,C13292,P213778,Fashion,8.75,0.05,1,Debit Card,22-04-2025,26-04-2025,North,No,,,8.31,1.24,1.67,47,Male,4,,April,2025,2,Profit,0.2
O103774,C13586,P204367,Fashion,9.7,0,1,Debit Card,17-09-2023,21-09-2023,Central,Yes,04-10-2023,Missing/Wrong item,9.7,3.56,-0.17,41,Female,4,13,September,2023,3,Loss,0.22
O103809,C10431,P215370,Grocery,5.09,0.05,1,Debit Card,27-01-2024,01-02-2024,Central,No,,,4.84,3.18,-2.79,39,Male,5,,January,2024,1,Loss,0.21
O103863,C11900,P234546,Grocery,1.31,0,1,PayPal,24-04-2024,29-04-2024,North,No,,,1.31,0,0.1,50,Male,5,,April,2024,2,Profit,0.235
O103867,C11449,P246705,Fashion,29.3,0,1,Debit Card,19-10-2023,24-10-2023,East,Yes,26-10-2023,No longer needed,29.3,5.07,5.18,59,Female,5,2,October,2023,4,Profit,0.19
O103871,C14676,P240211,Grocery,15.54,0,3,Debit Card,11-03-2024,14-03-2024,Central,No,,,46.62,6.52,-2.79,62,Male,3,,March,2024,1,Loss,0.21
O103880,C16404,P244055,Toys,8.22,0.1,1,Debit Card,17-01-2024,23-01-2024,East,No,,,7.4,5.2,-2.24,59,Male,6,,January,2024,1,Loss,0.2
O103892,C13384,P218717,Home,38.47,0.15,3,Credit Card,12-04-2024,16-04-2024,South,No,,,98.1,8.36,19.11,64,Female,4,,April,2024,2,Profit,0.21
O103927,C10204,P235187,Home,83.93,0.05,3,Credit Card,29-10-2024,03-11-2024,South,No,,,239.2,8.06,58.92,47,Female,5,,October,2024,4,Profit,0.21
O103939,C17700,P241049,Beauty,48.47,0.05,1,Credit Card,29-02-2024,03-03-2024,North,No,,,46.05,5.58,15.14,66,Female,3,,February,2024,1,Profit,0.19
O103946,C16782,P207452,Electronics,1155.23,0.1,1,Credit Card,20-10-2024,26-10-2024,North,No,,,1039.71,9.64,115.13,43,Male,6,,October,2024,4,Profit,0.19
O103969,C17298,P242674,Home,28.11,0.05,3,Credit Card,24-09-2024,28-09-2024,South,No,,,80.11,5.57,16.86,50,Female,4,,September,2024,3,Profit,0.21
O103997,C17521,P214783,Fashion,12.86,0.05,1,Credit Card,14-12-2023,17-12-2023,North,Yes,30-12-2023,Not as described,12.22,3.2,1.08,52,Female,3,13,December,2023,4,Profit,0.29
O104026,C13750,P244126,Home,16.06,0,1,Debit Card,22-03-2025,27-03-2025,East,No,,,16.06,4.76,-0.26,48,Male,5,,March,2025,1,Loss,0.2
O104038,C12608,P225618,Electronics,812.73,0,1,Credit Card,10-01-2025,14-01-2025,North,No,,,812.73,8.68,88.85,46,Female,4,,January,2025,1,Profit,0.285
O104041,C16534,P221882,Fashion,41.94,0.1,1,Credit Card,11-11-2023,15-11-2023,North,No,,,37.75,6.17,7.04,67,Female,4,,November,2023,4,Profit,0.205
O104089,C16411,P241989,Fashion,19.33,0.05,1,UPI,21-01-2024,27-01-2024,Central,No,,,18.36,5.42,1.01,54,Female,6,,January,2024,1,Profit,0.22
O104109,C13525,P226228,Fashion,90.22,0.3,1,Credit Card,07-07-2025,11-07-2025,North,No,,,63.15,6.07,16.03,29,Female,4,,July,2025,3,Profit,0.205
O104114,C16530,P244182,Electronics,886.32,0,1,Credit Card,19-06-2024,22-06-2024,North,No,,,886.32,10.29,96.07,42,Female,3,,June,2024,2,Profit,0.285
O104115,C12924,P210623,Fashion,63.67,0,1,Credit Card,10-05-2024,14-05-2024,North,No,,,63.67,5.98,16.3,47,Female,4,,May,2024,2,Profit,0.21
O104134,C12307,P210096,Electronics,69.79,0,1,Credit Card,10-08-2025,14-08-2025,North,No,,,69.79,6.27,2.1,45,Female,4,,August,2025,3,Profit,0.225
O104136,C13013,P209218,Toys,16.18,0.1,1,Credit Card,06-01-2024,10-01-2024,North,No,,,14.56,5.04,0.78,67,Female,4,,January,2024,1,Profit,0.21
O104148,C10574,P204555,Electronics,728.48,0,2,Credit Card,11-05-2025,16-05-2025,North,No,,,1456.96,10.57,164.27,62,Female,5,,May,2025,2,Profit,0.205
O104152,C13604,P204188,Fashion,25.11,0,1,Debit Card,05-02-2025,13-02-2025,East,Yes,01-03-2025,Slow delivery,25.11,5.09,3.7,45,Female,8,16,February,2025,1,Profit,0.2
O104161,C11594,P234515,Fashion,19.23,0.15,1,Debit Card,01-10-2023,05-10-2023,North,No,,,16.35,3.73,1.99,60,Other,4,,October,2023,4,Profit,0.305
O104166,C16274,P211931,Fashion,30.41,0.15,1,Debit Card,10-04-2024,17-04-2024,North,No,,,25.85,5.03,4.02,26,Female,7,,April,2024,2,Profit,0.23
O104173,C17549,P237165,Fashion,82.9,0,1,Debit Card,31-07-2025,05-08-2025,East,No,,,82.9,6.61,22.4,55,Female,5,,July,2025,3,Profit,0.19
O104195,C17895,P219467,Beauty,10.89,0,1,Credit Card,06-01-2024,12-01-2024,North,No,,,10.89,4.54,0.36,38,Female,6,,January,2024,1,Profit,0.215
O104215,C16450,P221319,Electronics,594.29,0.05,1,Credit Card,11-10-2024,14-10-2024,North,No,,,564.58,7.67,60.08,29,Male,3,,October,2024,4,Profit,0.19
O104219,C11098,P223075,Electronics,70.52,0,1,Credit Card,30-04-2025,03-05-2025,North,No,,,70.52,6.42,2.04,22,Female,3,,April,2025,2,Profit,0.225
O104220,C17096,P231360,Beauty,79.17,0.15,1,Credit Card,06-10-2023,10-10-2023,North,No,,,67.29,5.74,24.54,36,Other,4,,October,2023,4,Profit,0.19
O104241,C10155,P231227,Sports,81.63,0,1,Credit Card,11-11-2023,16-11-2023,North,No,,,81.63,4.87,19.62,35,Female,5,,November,2023,4,Profit,0.195
O104249,C15063,P200337,Grocery,31.45,0.2,1,Debit Card,11-11-2023,17-11-2023,South,No,,,25.16,3.78,-1.77,56,Male,6,,November,2023,4,Loss,0.19
O104250,C13830,P225436,Home,39.46,0,3,Credit Card,03-10-2023,08-10-2023,South,No,,,118.38,7.26,25.89,19,Female,5,,October,2023,4,Profit,0.225
O104290,C12597,P219003,Fashion,10.95,0,1,Debit Card,20-11-2024,27-11-2024,East,No,,,10.95,2.9,0.93,58,Female,7,,November,2024,4,Profit,0.27
O104292,C12659,P206223,Sports,231.43,0,1,Credit Card,20-12-2023,24-12-2023,North,No,,,231.43,6.97,62.46,40,Female,4,,December,2023,4,Profit,0.195
O104311,C14757,P240777,Fashion,90.94,0.05,3,Debit Card,07-01-2025,10-01-2025,Central,No,,,259.18,7.55,83.16,60,Female,3,,January,2025,1,Profit,0.205
O104312,C11967,P222027,Fashion,26.1,0,1,Credit Card,28-09-2023,03-10-2023,North,No,,,26.1,5.26,3.88,40,Female,5,,September,2023,3,Profit,0.21
O104316,C17090,P232544,Home,85.11,0.05,3,Credit Card,09-12-2023,13-12-2023,South,No,,,242.56,9.29,58.63,50,Female,4,,December,2023,4,Profit,0.21
O104348,C13447,P214040,Electronics,501.11,0.1,1,Credit Card,22-10-2024,25-10-2024,North,No,,,451,8.77,45.35,63,Female,3,,October,2024,4,Profit,0.28
O104353,C14916,P246202,Grocery,2.14,0.1,1,UPI,24-07-2025,28-07-2025,North,No,,,1.93,0.37,-0.22,57,Male,4,,July,2025,3,Loss,0.225
O104366,C15717,P240483,Grocery,1.03,0,1,Debit Card,09-03-2024,12-03-2024,Central,No,,,1.03,1.3,-1.22,44,Male,3,,March,2024,1,Loss,0.19
O104381,C17743,P211175,Electronics,262.92,0,2,Credit Card,22-05-2025,26-05-2025,North,No,,,525.84,10.93,52.17,36,Female,4,,May,2025,2,Profit,0.205
O104395,C17368,P204444,Fashion,151.46,0.1,4,Credit Card,26-08-2025,31-08-2025,North,No,,,545.26,10.2,180.64,21,Female,5,,August,2025,3,Profit,0.25
O104406,C17468,P203678,Electronics,140.56,0.05,1,Credit Card,13-11-2023,18-11-2023,North,No,,,133.53,6.62,9.4,69,Male,5,,November,2023,4,Profit,0.19
O104418,C12073,P221103,Grocery,8.4,0,1,Debit Card,23-11-2024,03-12-2024,East,No,,,8.4,3.44,-2.77,57,Male,10,,November,2024,4,Loss,0.195
O104427,C14600,P200789,Fashion,53.25,0,1,Debit Card,01-10-2024,05-10-2024,Central,No,,,53.25,5.44,13.2,65,Female,4,,October,2024,4,Profit,0.23
O104442,C12007,P216186,Fashion,15.35,0,1,Debit Card,30-01-2024,03-02-2024,North,No,,,15.35,4.13,1.24,30,Male,4,,January,2024,1,Profit,0.225
O104460,C14378,P210607,Electronics,159.58,0.1,1,Credit Card,29-12-2024,01-01-2025,North,No,,,143.62,5.8,11.43,63,Male,3,,December,2024,4,Profit,0.19
O104491,C14697,P231538,Electronics,442.63,0.15,1,Credit Card,21-01-2024,26-01-2024,North,No,,,376.24,9.22,35.93,44,Female,5,,January,2024,1,Profit,0.28
O104492,C15926,P206721,Fashion,21.23,0.2,1,Credit Card,29-03-2025,02-04-2025,South,Yes,18-04-2025,Defective,16.98,4.7,1.24,32,Female,4,16,March,2025,1,Profit,0.26
O104526,C14096,P226082,Fashion,11.56,0,1,Wallet,03-07-2024,08-07-2024,South,No,,,11.56,2.24,1.81,62,Female,5,,July,2024,3,Profit,0.23
O104530,C13403,P218952,Fashion,42.9,0.15,1,Debit Card,10-01-2024,15-01-2024,East,No,,,36.46,7.42,5.34,25,Other,5,,January,2024,1,Profit,0.195
O104534,C16132,P237708,Fashion,17.62,0.1,1,Credit Card,12-01-2025,18-01-2025,West,No,,,15.86,4.51,1.04,19,Female,6,,January,2025,1,Profit,0.195
O104535,C11132,P204762,Fashion,16.84,0.15,1,Debit Card,13-06-2024,18-06-2024,West,No,,,14.31,4.24,0.77,34,Female,5,,June,2024,2,Profit,0.215
O104564,C12686,P236822,Fashion,24.62,0.1,1,Debit Card,28-05-2024,02-06-2024,East,No,,,22.16,4.63,3.13,56,Female,5,,May,2024,2,Profit,0.2
O104569,C11774,P247013,Fashion,12.01,0,1,Debit Card,22-12-2023,27-12-2023,South,No,,,12.01,2.27,1.93,60,Male,5,,December,2023,4,Profit,0.215
O104579,C16184,P206713,Fashion,29.65,0,4,Debit Card,08-09-2024,14-09-2024,East,No,,,118.6,7.26,34.25,42,Female,6,,September,2024,3,Profit,0.2
O104592,C14305,P246032,Fashion,92.98,0,1,Debit Card,26-03-2024,31-03-2024,East,No,,,92.98,6.68,25.86,65,Female,5,,March,2024,1,Profit,0.19
O104623,C15476,P214184,Fashion,136.44,0,4,UPI,10-03-2024,13-03-2024,North,No,,,545.76,8.73,182.29,33,Male,3,,March,2024,1,Profit,0.205
O104646,C13705,P218628,Fashion,90.23,0,1,Credit Card,03-11-2024,06-11-2024,North,Yes,14-11-2024,Missing/Wrong item,90.23,6.55,25.03,53,Female,3,8,November,2024,4,Profit,0.21
O104651,C11823,P239989,Beauty,38.98,0.05,1,Credit Card,19-12-2024,22-12-2024,North,No,,,37.03,5.8,10.86,49,Other,3,,December,2024,4,Profit,0.19
O104664,C12041,P209749,Toys,2.73,0,1,Credit Card,05-03-2024,11-03-2024,East,No,,,2.73,0.88,0.21,20,Male,6,,March,2024,1,Profit,0.19
O104674,C17835,P201612,Fashion,55.62,0,1,Debit Card,17-08-2024,21-08-2024,Central,No,,,55.62,6.32,13.15,30,Female,4,,August,2024,3,Profit,0.23
O104680,C14928,P209045,Fashion,117.15,0.1,1,Debit Card,11-10-2024,14-10-2024,Central,No,,,105.44,8.32,28.58,59,Female,3,,October,2024,4,Profit,0.235
O104681,C13264,P225299,Toys,5.96,0,1,Debit Card,09-04-2024,16-04-2024,Central,No,,,5.96,3.89,-1.51,35,Male,7,,April,2024,2,Loss,0.2
O104702,C15511,P238829,Fashion,26.16,0.1,1,Credit Card,22-12-2023,26-12-2023,North,No,,,23.54,6.98,1.26,57,Male,4,,December,2023,4,Profit,0.235
O104718,C13415,P209984,Fashion,15.89,0,1,COD,07-08-2024,12-08-2024,North,No,,,15.89,5.02,0.54,35,Female,5,,August,2024,3,Profit,0.21
O104721,C16218,P246051,Fashion,40.9,0,1,Credit Card,13-03-2024,16-03-2024,North,No,,,40.9,4.23,10.08,31,Female,3,,March,2024,1,Profit,0.21
O104757,C16574,P219005,Electronics,136.56,0,1,Credit Card,20-02-2024,24-02-2024,North,No,,,136.56,7.12,9.27,41,Female,4,,February,2024,1,Profit,0.285
O104759,C15619,P218477,Fashion,9.54,0.05,4,Debit Card,13-06-2024,22-06-2024,East,No,,,36.25,3.78,8.91,40,Female,9,,June,2024,2,Profit,0.2
O104779,C11377,P231512,Fashion,48.93,0,4,UPI,21-09-2023,24-09-2023,North,No,,,195.72,7.48,61.02,51,Male,3,,September,2023,3,Profit,0.205
O104800,C16626,P220801,Fashion,78.88,0,2,Debit Card,10-12-2024,15-12-2024,Central,No,,,157.76,7.2,48.02,54,Female,5,,December,2024,4,Profit,0.2
O104824,C12211,P244511,Grocery,18.44,0,1,Debit Card,07-04-2024,13-04-2024,East,No,,,18.44,3.53,-2.05,41,Male,6,,April,2024,2,Loss,0.195
O104831,C15985,P210042,Fashion,33.93,0,1,Credit Card,02-11-2024,09-11-2024,North,No,,,33.93,5.89,5.99,43,Female,7,,November,2024,4,Profit,0.2
O104863,C14790,P228620,Fashion,35.73,0,1,Credit Card,26-08-2025,31-08-2025,North,No,,,35.73,5.76,6.75,30,Female,5,,August,2025,3,Profit,0.205
O104867,C11610,P239379,Electronics,318.11,0,1,Credit Card,22-06-2025,25-06-2025,North,No,,,318.11,9.42,28.75,61,Female,3,,June,2025,2,Profit,0.285
O104896,C11863,P214177,Toys,16.79,0.2,1,Credit Card,06-11-2024,10-11-2024,North,No,,,13.43,5.32,0.05,27,Female,4,,November,2024,4,Profit,0.19
O104899,C12384,P235364,Fashion,151.17,0,1,Debit Card,15-01-2024,21-01-2024,North,No,,,151.17,7.57,45.34,23,Female,6,,January,2024,1,Profit,0.22
O104908,C12490,P220926,Fashion,10.54,0.15,1,Credit Card,26-10-2024,29-10-2024,North,No,,,8.96,3.39,-0.25,33,Female,3,,October,2024,4,Loss,0.25
O104969,C16846,P217747,Fashion,20.73,0,1,Credit Card,06-01-2025,12-01-2025,East,No,,,20.73,5.76,1.5,47,Female,6,,January,2025,1,Profit,0.235
O104986,C14044,P238779,Fashion,26.76,0.05,1,Debit Card,20-03-2025,24-03-2025,North,No,,,25.42,4.76,4.14,39,Male,4,,March,2025,1,Profit,0.19
O105016,C17618,P232213,Fashion,17.93,0,1,Credit Card,29-11-2023,04-12-2023,South,No,,,17.93,3.74,2.54,34,Female,5,,November,2023,4,Profit,0.2
O105037,C15172,P238441,Grocery,2.28,0,4,Debit Card,13-01-2024,16-01-2024,Central,No,,,9.12,3.48,-2.75,46,Male,3,,January,2024,1,Loss,0.205
O105045,C17190,P241769,Electronics,390.19,0.05,1,Credit Card,20-04-2024,24-04-2024,North,No,,,370.68,8.91,35.57,33,Male,4,,April,2024,2,Profit,0.19
O105049,C17177,P227560,Fashion,5.03,0,1,Credit Card,03-08-2024,08-08-2024,South,No,,,5.03,1.15,0.61,53,Female,5,,August,2024,3,Profit,0.2
O105061,C10052,P221629,Fashion,16.58,0.05,1,Credit Card,03-10-2024,08-10-2024,South,No,,,15.75,5.61,-0.1,58,Female,5,,October,2024,4,Loss,0.22
O105102,C16056,P237992,Fashion,8.3,0,1,Debit Card,04-03-2024,08-03-2024,West,Yes,03-04-2024,No longer needed,8.3,3.09,-0.18,45,Female,4,26,March,2024,1,Loss,0.19
O105108,C15276,P209787,Fashion,21.25,0,1,Debit Card,22-04-2025,26-04-2025,North,Yes,12-05-2025,Defective,21.25,5.49,1.95,37,Male,4,16,April,2025,2,Profit,0.22
O105138,C13899,P210274,Fashion,180.89,0.3,1,Debit Card,30-08-2024,05-09-2024,East,No,,,126.62,8.56,35.76,31,Female,6,,August,2024,3,Profit,0.19
